movie_id,movie_name,runtime_min,mpa_rating,movie_year,genre
358,Nightbooks,103,TV-PG,2021,Children & Family Movies
359,This Little Love Of Mine,92,TV-G,2021,"International Movies, Romantic Movies"
360,A Land Imagined,95,TV-MA,2019,"Dramas, International Movies"
361,Schumacher,113,TV-14,2021,"Documentaries, International Movies, Sports Movies"
362,A StoryBots Space Adventure,13,TV-Y,2021,Children & Family Movies
363,Takizawa Kabuki ZERO 2020 The Movie,139,TV-PG,2020,"International Movies, Music & Musicals"
364,Shiny_Flakes: The Teenage Drug Lord,97,TV-MA,2021,"Documentaries, International Movies"
365,I missed you: Director's Cut,96,TV-14,2021,"Dramas, Independent Movies, International Movies"
366,The Unknown Saint,100,TV-14,2019,"Comedies, Dramas, Independent Movies"
367,Private Network: Who Killed Manuel BuendÃ­a?,100,TV-MA,2021,"Documentaries, International Movies"
368,The Guide to the Perfect Family,102,TV-MA,2021,"Comedies, Dramas, International Movies"
369,Day of Destiny,110,TV-PG,2021,"Children & Family Movies, Dramas, International Movies"
370,The Stand-Up,93,TV-MA,2019,Stand-Up Comedy
371,The Tour,93,TV-MA,2016,"Comedies, Documentaries, International Movies"
372,Clash,87,TV-MA,2020,"Dramas, International Movies"
373,Major Grom: Plague Doctor,138,TV-MA,2021,"Action & Adventure, International Movies"
374,Therapy,85,TV-PG,2020,"Dramas, International Movies"
375,Three Thieves,108,TV-14,2019,"Comedies, International Movies"
376,Har Kisse Ke Hisse: Kaamyaab,105,TV-14,2020,"Dramas, International Movies"
377,Rehmataan,116,TV-14,2012,"Dramas, International Movies, Romantic Movies"
378,Return of the Prodigal Son,124,TV-MA,1976,"Dramas, International Movies"
379,Rise: Ini Kalilah,101,TV-PG,2018,"Dramas, International Movies"
380,Si Doel the Movie 2,95,TV-G,2019,"Dramas, International Movies"
381,Truckbhar Swapna,128,TV-14,2018,"Comedies, Dramas, International Movies"
382,Ujala,143,TV-14,1959,"Dramas, International Movies"
383,Fear Street Part 1: 1994,107,R,2021,"Horror Movies, LGBTQ Movies"
384,Holiday on Mars,94,TV-MA,2020,"Comedies, International Movies"
385,Haseen Dillruba,136,TV-MA,2021,"International Movies, Romantic Movies, Thrillers"
386,Audible,39,PG-13,2021,"Documentaries, Sports Movies"
387,RattleSnake - The Ahanna Story,136,TV-MA,2020,"Dramas, International Movies, Thrillers"
388,Snowpiercer,126,R,2013,"Action & Adventure, Cult Movies, International Movies"
389,The 8th Night,116,TV-14,2021,"Horror Movies, International Movies, Thrillers"
390,Winchester,100,PG-13,2018,"Horror Movies, Sci-Fi & Fantasy"
391,6 Bullets,115,R,2012,Action & Adventure
392,Air Force One,125,R,1997,Action & Adventure
393,Austin Powers in Goldmember,94,PG-13,2002,"Action & Adventure, Comedies"
394,Austin Powers: International Man of Mystery,90,PG-13,1997,Comedies
395,Austin Powers: The Spy Who Shagged Me,95,PG-13,1999,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
396,Boogie Nights,155,R,1997,"Comedies, Dramas, Independent Movies"
397,Dynasty Warriors,118,TV-14,2021,"Action & Adventure, International Movies"
398,Charlie's Angels,98,PG-13,2000,"Action & Adventure, Comedies"
399,Congo,108,PG-13,1995,"Action & Adventure, Thrillers"
400,Dennis the Menace,96,PG,1993,"Children & Family Movies, Comedies"
401,Dreamy Eyes,117,TV-14,2019,"Dramas, International Movies, Romantic Movies"
402,Hampstead,103,PG-13,2019,"Comedies, Dramas, International Movies"
403,Kung Fu Panda,94,PG,2008,"Children & Family Movies, Comedies"
404,Kung Fu Panda 2,93,PG,2011,"Children & Family Movies, Comedies"
405,Life as We Know It,115,PG-13,2010,"Comedies, Dramas, Romantic Movies"
406,Mary Magdalene,120,R,2019,"Dramas, Faith & Spirituality, International Movies"
407,Memoirs of a Geisha,145,PG-13,2005,"Dramas, Romantic Movies"
408,Midnight Run,126,R,1988,"Action & Adventure, Classic Movies, Comedies"
409,Mortal Kombat,101,PG-13,1995,"Action & Adventure, Sci-Fi & Fantasy"
410,Mother's Day,118,PG-13,2016,"Comedies, Dramas"
411,No Strings Attached,109,R,2011,"Comedies, Romantic Movies"
412,Not Another Teen Movie,89,R,2001,Comedies
413,Ophelia,106,PG-13,2018,"Dramas, Romantic Movies"
414,Mobile Suit Gundam Hathaway,96,TV-14,2021,"Action & Adventure, Anime Features, International Movies"
415,Pet Sematary 2,101,R,1992,Horror Movies
416,Red Joan,101,R,2019,"Dramas, International Movies"
417,Seven Pounds,123,PG-13,2008,"Dramas, Romantic Movies"
418,She's Out of My League,106,R,2010,"Comedies, Romantic Movies"
419,Snow Day,89,PG,2000,"Children & Family Movies, Comedies"
420,Star Trek,128,PG-13,2009,"Action & Adventure, Sci-Fi & Fantasy"
421,Stuart Little,85,PG,1999,"Children & Family Movies, Comedies"
422,Sword of Trust,89,R,2019,"Comedies, Dramas, Independent Movies"
423,Talladega Nights: The Ballad of Ricky Bobby,108,PG-13,2006,"Action & Adventure, Comedies, Sports Movies"
424,The American,105,R,2010,"Dramas, Thrillers"
425,The Best of Enemies,133,PG-13,2019,Dramas
426,The Game,129,R,1997,Thrillers
427,The Karate Kid,127,PG,1984,"Action & Adventure, Children & Family Movies, Classic Movies"
428,The Karate Kid Part II,113,PG,1986,"Action & Adventure, Children & Family Movies, Dramas"
429,The Karate Kid Part III,112,PG,1989,"Children & Family Movies, Dramas"
430,The Life of David Gale,130,R,2003,Dramas
431,The Long Riders,100,R,1980,Action & Adventure
432,The Queen,103,PG-13,2006,"Dramas, International Movies"
433,The Strangers,85,R,2008,"Horror Movies, Thrillers"
434,The Sum of All Fears,124,PG-13,2002,Action & Adventure
435,The Tourist,103,PG-13,2010,"Action & Adventure, Romantic Movies"
436,Underworld,121,R,2003,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
437,Underworld: Awakening,89,R,2012,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
438,Underworld: Rise of the Lycans,92,R,2009,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
439,Voiceless,112,TV-MA,2020,"Dramas, International Movies, Thrillers"
440,What Dreams May Come,114,PG-13,1998,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
441,Why Do Fools Fall in Love,116,R,1998,"Dramas, Music & Musicals, Romantic Movies"
442,Working Title,110,R,2019,Dramas
443,America: The Motion Picture,98,TV-MA,2021,"Action & Adventure, Comedies"
444,Deranged,98,TV-14,2020,"Dramas, International Movies"
445,Lying and Stealing,100,R,2019,Thrillers
446,Mommy Issues,90,TV-MA,2021,"Comedies, Dramas, International Movies"
447,Prime Time,92,TV-MA,2021,"Dramas, International Movies, Thrillers"
448,A Way Back Home,82,TV-14,2020,"Dramas, International Movies"
449,Wanted,90,TV-14,2019,"Comedies, International Movies"
450,Killing Them Softly,97,R,2012,Dramas
451,Into the Wind,76,TV-MA,2018,"Dramas, Independent Movies, International Movies"
452,Wonder Boy,83,TV-14,2019,"Documentaries, International Movies"
453,Here Comes the Rain,101,TV-MA,2010,"Dramas, International Movies"
454,The Ice Road,109,PG-13,2021,Action & Adventure
455,The Seventh Day,87,R,2021,Horror Movies
456,Osuofia in London II,70,TV-14,2004,"Comedies, Dramas, International Movies"
457,O Vendedor de Sonhos,96,TV-14,2016,"Dramas, International Movies"
458,Osuofia in London,84,TV-MA,2003,"Comedies, Dramas, International Movies"
459,The House of Flowers: The Movie,88,TV-MA,2021,"Comedies, International Movies, Music & Musicals"
460,#Selfie,125,TV-MA,2014,"Comedies, Dramas, International Movies"
461,#Selfie 69,119,TV-MA,2016,"Comedies, Dramas, International Movies"
462,Love Is a Story,105,TV-MA,2015,"International Movies, Music & Musicals, Romantic Movies"
463,Good on Paper,94,TV-MA,2021,"Comedies, Romantic Movies"
464,Murder by the Coast,89,TV-14,2021,"Documentaries, International Movies"
465,Broken,108,TV-14,2019,"Dramas, International Movies, Romantic Movies"
466,Mobile Suit Gundam: Char's Counterattack,120,TV-14,1988,"Action & Adventure, Anime Features, International Movies"
467,Mobile Suit Gundam II: Soldiers of Sorrow,133,TV-14,1981,"Action & Adventure, Anime Features, International Movies"
468,Mobile Suit Gundam III: Encounters in Space,140,TV-MA,1982,"Action & Adventure, Anime Features, International Movies"
469,Jagame Thandhiram,159,TV-MA,2021,"Action & Adventure, Dramas, International Movies"
470,Fatherhood,111,PG-13,2021,Dramas
471,Kambili: The Whole 30 Yards,119,TV-14,2020,"Comedies, International Movies, Romantic Movies"
472,Aziza,13,TV-PG,2019,"Comedies, Dramas, Independent Movies"
473,Ali & Ratu Ratu Queens,101,TV-14,2021,"Comedies, Dramas, International Movies"
474,Besieged Bread,12,TV-14,2015,"Dramas, International Movies"
475,Fan Girl,101,TV-MA,2020,"Dramas, Independent Movies, International Movies"
476,Sweet & Sour,103,TV-14,2021,"Comedies, International Movies, Romantic Movies"
477,A Family,135,TV-MA,2021,"Dramas, International Movies"
478,Mobile Suit Gundam I,139,TV-14,1981,"Action & Adventure, Anime Features, Classic Movies"
479,Rurouni Kenshin: The Final,137,TV-14,2021,"Action & Adventure, International Movies"
480,A Man For The Week End,95,TV-14,2018,"Comedies, Dramas, International Movies"
481,Red Snow,96,TV-MA,2019,Dramas
482,Silver Linings Playbook,122,R,2012,"Comedies, Dramas, Independent Movies"
483,Biking Borders,89,TV-14,2019,"Documentaries, International Movies, Sports Movies"
484,Silver Skates,138,TV-MA,2020,"Action & Adventure, Dramas, International Movies"
485,Lowriders,98,PG-13,2016,"Dramas, Independent Movies"
486,Security,119,TV-MA,2021,"Dramas, International Movies, Thrillers"
487,FTA,104,TV-MA,1972,Documentaries
488,Life of Crime,101,R,2013,"Comedies, Independent Movies"
489,Black Holes | The Edge of All We Know,99,TV-14,2021,Documentaries
490,Rogue Warfare: Death of a Nation,99,R,2020,Action & Adventure
491,Sir! No Sir!,84,TV-MA,2005,Documentaries
492,The Reason I Jump,82,TV-14,2021,Documentaries
493,Picture a Scientist,97,TV-MA,2020,Documentaries
494,The Devil Below,89,TV-MA,2021,Horror Movies
495,Sarbath,113,TV-PG,2021,"Comedies, Dramas, International Movies"
496,Skater Girl,110,PG,2021,"Children & Family Movies, Dramas, International Movies"
497,Wish Dragon,102,PG,2021,"Children & Family Movies, Comedies"
498,A Haunted House 2,86,R,2014,"Comedies, Horror Movies"
499,Blind Intersections,91,TV-MA,2012,"Dramas, International Movies"
500,Camellia Sisters,117,TV-MA,2021,"Dramas, International Movies"
501,Copenhagen,99,TV-MA,2014,"Dramas, Independent Movies, Romantic Movies"
502,Until Midnight,77,TV-14,2019,"International Movies, Thrillers"
503,Awake,97,TV-MA,2021,"Dramas, Thrillers"
504,Confusion Na Wa,106,TV-MA,2013,"Comedies, Dramas, International Movies"
505,Tragic Jungle,97,TV-MA,2021,"Dramas, Independent Movies, International Movies"
506,Vampire Academy,104,PG-13,2014,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
507,A Private War,110,R,2018,"Dramas, Independent Movies"
508,Small Chops,98,TV-MA,2020,"Dramas, International Movies, Romantic Movies"
509,Breaking Boundaries: The Science Of Our Planet,74,TV-PG,2021,Documentaries
510,Trippin' with the Kandasamys,94,TV-14,2021,"Comedies, International Movies, Romantic Movies"
511,Xtreme,112,TV-MA,2021,"Action & Adventure, International Movies"
512,Alan SaldaÃ±a: Locked Up,49,TV-MA,2021,Stand-Up Comedy
513,Dancing Queens,111,TV-MA,2021,"Comedies, Dramas, International Movies"
514,From Stress to Happiness,58,TV-G,2020,"Documentaries, International Movies"
515,Myriam Fares: The Journey,72,TV-14,2021,"Documentaries, International Movies, Music & Musicals"
516,The Girl and the Gun,78,TV-MA,2019,"Dramas, International Movies, Thrillers"
517,2 Hearts,101,PG-13,2020,"Dramas, Faith & Spirituality, Romantic Movies"
518,A Perfect Ending,110,TV-MA,2012,"Dramas, Independent Movies, LGBTQ Movies"
519,American Outlaws,94,PG-13,2001,Action & Adventure
520,And Then Came Lola,70,TV-MA,2009,"Comedies, Independent Movies, LGBTQ Movies"
521,Battlefield Earth,118,PG-13,2000,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
522,Bliss,103,R,1997,"Dramas, Romantic Movies"
523,Carnaval,95,TV-MA,2021,"Comedies, International Movies, Music & Musicals"
524,Cloudburst,93,TV-MA,2011,"Comedies, Dramas, Independent Movies"
525,Company of Heroes,101,R,2013,"Action & Adventure, Dramas"
526,Cradle 2 the Grave,101,R,2003,Action & Adventure
527,Domestic Disturbance,89,PG-13,2001,Thrillers
528,Dream/Killer,109,TV-MA,2015,Documentaries
529,Felon,104,R,2008,"Action & Adventure, Dramas"
530,Flipped,90,PG,2010,"Comedies, Dramas, Romantic Movies"
531,Fools Rush In,109,PG-13,1997,"Comedies, Romantic Movies"
532,Gold Statue,145,TV-14,2019,"Comedies, Dramas, International Movies"
533,Hostel: Part III,88,R,2011,"Cult Movies, Horror Movies"
534,I Am Sam,132,PG-13,2001,Dramas
535,Love Jones,109,R,1997,"Comedies, Dramas, Independent Movies"
536,Million Dollar Baby,133,PG-13,2004,"Dramas, Sports Movies"
537,Mosquita y Mari,85,TV-14,2012,"Dramas, Independent Movies, LGBTQ Movies"
538,Never Back Down 2: The Beatdown,104,R,2011,"Action & Adventure, Dramas, Sports Movies"
539,Ninja Assassin,99,R,2009,Action & Adventure
540,Population 436,93,R,2006,"Horror Movies, Thrillers"
541,The Girl King,106,TV-MA,2015,"Dramas, International Movies, LGBTQ Movies"
542,Sniper: Legacy,98,R,2014,Action & Adventure
543,Starsky & Hutch,101,PG-13,2004,"Action & Adventure, Comedies"
544,Streets of Fire,94,PG,1984,"Action & Adventure, Classic Movies, Cult Movies"
545,Swordfish,99,R,2001,Action & Adventure
546,Seven Souls in the Skull Castle: Season Moon Jogen,204,TV-14,2017,"Action & Adventure, Dramas, International Movies"
547,The Four Seasons,108,PG,1981,"Comedies, Romantic Movies"
548,The Interpreter,128,PG-13,2005,Thrillers
549,The Meddler,104,PG-13,2015,"Comedies, Dramas, Independent Movies"
550,Super Monsters: Once Upon a Rhyme,25,TV-Y,2021,Children & Family Movies
551,Seven Souls in the Skull Castle: Season Moon Kagen,212,TV-PG,2017,"Action & Adventure, Dramas, International Movies"
552,The Mirror Has Two Faces,127,PG-13,1996,"Comedies, Dramas, Romantic Movies"
553,The Outlaw Josey Wales,136,PG,1976,"Action & Adventure, Classic Movies"
554,One Lagos Night,103,TV-14,2021,"Comedies, International Movies"
555,The Wedding Guest,97,R,2018,"Dramas, Romantic Movies, Thrillers"
556,The Wind,88,R,2019,Horror Movies
557,Then Came You,97,TV-MA,2019,"Comedies, Dramas, Independent Movies"
558,Welcome Home,97,R,2018,Thrillers
559,Dog Gone Trouble,88,TV-Y7,2021,"Children & Family Movies, Comedies"
560,Bo Burnham: Inside,88,TV-MA,2021,Stand-Up Comedy
561,Collateral Beauty,97,PG-13,2016,Dramas
562,Blue Miracle,97,TV-PG,2021,"Children & Family Movies, Dramas, Faith & Spirituality"
563,Ghost Lab,118,TV-MA,2021,"Horror Movies, International Movies, Thrillers"
564,A Place in the Stars,110,TV-14,2014,"Dramas, International Movies, Thrillers"
565,Soy Rada: Serendipity,70,TV-MA,2021,Stand-Up Comedy
566,The Day I lost My Shadow,91,TV-MA,2018,"Dramas, Independent Movies, International Movies"
567,Baggio: The Divine Ponytail,92,TV-MA,2021,"Dramas, International Movies, Sports Movies"
568,Gatao - The Last Stray,120,TV-MA,2021,"Action & Adventure, Dramas, International Movies"
569,Nail Bomber: Manhunt,73,TV-MA,2021,"Documentaries, International Movies"
570,Home,94,PG,2015,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
571,99 Songs,131,TV-14,2021,"Dramas, International Movies, Music & Musicals"
572,Army of the Dead,148,R,2021,"Action & Adventure, Horror Movies"
573,Oxygen,102,TV-14,2021,"Dramas, International Movies, Thrillers"
574,678,99,TV-14,2009,"Dramas, Independent Movies, International Movies"
575,Asmaa,92,TV-14,2011,"Dramas, International Movies"
576,Hating Peter Tatchell,91,TV-MA,2020,"Documentaries, International Movies, LGBTQ Movies"
577,Spy Kids: All the Time in the World,88,PG,2011,"Children & Family Movies, Comedies"
578,Sabotage,109,R,2014,"Action & Adventure, Dramas"
579,Small Town Crime,92,R,2017,Thrillers
580,The Last Days,87,PG-13,1998,Documentaries
581,Taxi No. 9211,116,TV-14,2006,"Dramas, International Movies, Thrillers"
582,Love or Money,116,TV-MA,2020,"Dramas, International Movies, Romantic Movies"
583,Amy Tan: Unintended Memoir,101,TV-14,2021,Documentaries
584,Sardar Ka Grandson,140,TV-14,2021,"Comedies, Dramas, International Movies"
585,Sleight,89,R,2016,"Dramas, Independent Movies, Sci-Fi & Fantasy"
586,Ahaan,81,TV-MA,2021,"Dramas, Independent Movies, International Movies"
587,Strain,107,TV-MA,2020,"Dramas, International Movies"
588,Little Singham Future mein Satakli,47,TV-Y7,2021,"Children & Family Movies, Comedies"
589,Cinema Bandi,99,TV-MA,2021,"Comedies, Independent Movies, International Movies"
590,Ferry,107,TV-MA,2021,"Dramas, International Movies, Thrillers"
591,I Am All Girls,107,TV-MA,2021,"Dramas, International Movies, Thrillers"
592,Jungle Beat: The Movie,90,TV-Y7,2021,"Children & Family Movies, Comedies"
593,Wave of Cinema: Filosofi Kopi,64,TV-14,2020,"Documentaries, International Movies, Music & Musicals"
594,Table Manners,104,TV-MA,2018,"Comedies, Dramas, International Movies"
595,The Strange House,100,TV-MA,2020,"Horror Movies, International Movies, Thrillers"
596,The Woman in the Window,102,R,2021,"Dramas, Thrillers"
597,Layer Cake,105,R,2004,"Independent Movies, International Movies, Thrillers"
598,Tottaa Pataaka Item Maal,107,TV-MA,2018,"Dramas, Independent Movies, International Movies"
599,Dance of the Forty One,99,TV-MA,2021,"Dramas, Independent Movies, International Movies"
600,Illegal Woman,119,TV-MA,2020,"Dramas, International Movies"
601,Dear Affy,126,TV-14,2020,"Comedies, Dramas, International Movies"
602,Deadly Switch,86,TV-PG,2019,"Independent Movies, Thrillers"
603,Nayattu,122,TV-MA,2021,"Dramas, International Movies, Thrillers"
604,Sleepless,95,R,2017,Action & Adventure
605,Super Me,104,TV-14,2021,"Action & Adventure, Dramas, International Movies"
606,Have You Ever Seen Fireflies? - Theatre Play,118,TV-MA,1999,"Dramas, International Movies"
607,In Our Mothers' Gardens,85,TV-MA,2020,Documentaries
608,Milestone,98,TV-14,2021,"Dramas, Independent Movies, International Movies"
609,Monster,99,TV-MA,2021,Dramas
610,Time to Dance,107,TV-PG,2020,"Dramas, International Movies, Romantic Movies"
611,Unrest,97,TV-MA,2017,Documentaries
612,And Tomorrow the Entire World,112,TV-MA,2020,"Dramas, International Movies, Thrillers"
613,Dead Man Down,118,R,2013,Action & Adventure
614,Framing John DeLorean,109,TV-MA,2019,"Documentaries, Dramas"
615,Dead Again in Tombstone,99,R,2017,"Action & Adventure, Horror Movies"
616,The Clovehitch Killer,109,TV-MA,2018,"Dramas, Independent Movies, Thrillers"
617,Aliens Stole My Body,88,PG,2020,"Children & Family Movies, Comedies"
618,Au coeur des gangs,97,R,2006,"Action & Adventure, Dramas"
619,Best of the Best,97,PG-13,1989,"Action & Adventure, Sports Movies"
620,Due Date,95,R,2010,"Action & Adventure, Comedies"
621,Fun with Dick & Jane,91,PG-13,2005,Comedies
622,Green Zone,115,R,2010,Action & Adventure
623,Hachi: A Dog's Tale,93,G,2009,"Children & Family Movies, Dramas"
